分野,サービス分類,キーワード,サービス名称,対象者,開始日,終了日,期間備考,無料/有料,導入支援有無,企業等,詳細,発表日付,URL,情報源,情報源にCFJと記載されているものは、CFJが収集したデータであり、CFJが作成したり責任を持って提供する情報では有りません。情報の利用は、各利用者の判断でお願いします。
情報通信,サービス提供,テレワーク,Splashtop Business,企業への提供,,,利用初月無料,有料,無,沖縄クロス・ヘッド株式会社,"テレワークで働き方改革を実現する法人・商用向けリモートデスクトップサービスです。
自宅PCやタブレットから会社のPCが使えるため外出先や自宅からのテレワークをすぐに開始できます。利用初月のトライアル実施が可能ですので、緊急のテレワーク体制の整備が実現できます。",,https://www.och.co.jp/product/splashtop/,地方版IoT推進ラボ事務局,
情報通信,サービス提供,テレワーク,テレワーク導入診断,法人,,,,無料,有,株式会社タイズ,「自社の業務、システムをどのようにテレワーク化するか」の診断を行います。,,https://ties.jp/,地方版IoT推進ラボ事務局,
情報通信,割引,テレワーク,テレワーク導入支援,法人,,,,有料,有,株式会社タイズ,社内業務のテレワーク化指導、自宅などからの社内アクセスの仕組みを提供,,https://ties.jp/,地方版IoT推進ラボ事務局,
情報通信,割引,テレワーク環境導入コンサル,テレワーク環境導入コンサル,企業へ提供,,未定,新型コロナウイルス対策期間限定,一部有料,有,株式会社ラック,テレワーク環境導入のためのコンサルティングです。主に中小企業に対し、新型コロナウイルス感染防止対策のためのテレワーク環境導入に困っている方への相談がメインです。基本はメールベースでの対応となります。,,https://www.lac.co.jp/,地方版IoT推進ラボ事務局,
情報通信,サービス提供,非接触型コミュニケーションツール,音声通話システムローカル版,"企業等, 教育機関, 医療機関, 福祉施設, 行政機関",3/1/2020,,相談,無料,無,有限会社BOND,遠隔地でも人の声と３Dキャラクターが同期しながらPC越しに（1対1、1体多）対話ができる。（動画や図も表示可）受付対応など非接触型で感染を予防できる。※ネットワーク通信に依存するため組み込み開発期間が必要,3/1/2020,https://f-bond.co.jp/ict3d/actshow.php,地方版IoT推進ラボ事務局,
情報通信,割引,テレワーク,Web会議システム,企業への提供,,,,有料,有,中部事務機株式会社,テレワークを導入する企業に対し、Web会議システムMicrosoftTeamsの導入支援、運用支援を提供する,,https://www.cbm.co.jp/,（一社）全国地域情報産業団体連合会,
情報通信,割引,テレワーク,TV会議システム,企業への提供,,,,有料,有,中部事務機株式会社,"テレワークを導入する企業に対し、Panasonic製”HDコム”TV会議システムの導入支援、運用支援を提供する。
また、本TV会議システムとWeb会議システムMicrosoftTeamsとを接続するサービスの導入支援、運用支援も提供する",,https://www.cbm.co.jp/,（一社）全国地域情報産業団体連合会,
情報通信,割引,テレワーク,TV会議システム,企業への提供,,,,有料,有,中部事務機株式会社,テレワークを導入する企業に対し、オムニラボ製”オムニロボ”TV会議システムの導入支援、運用支援を提供する。,,https://www.cbm.co.jp/,（一社）全国地域情報産業団体連合会,
情報通信,割引,テレワーク,各種研修のWeb開催,企業、行政期間への提供,,,,有料,無,みらい株式会社,"企業、行政期間への各種研修をWeb会議システムで提供する。通常の集合型研修では１回あたり「250,000円（税抜）＋実費交通費」のところを「90,000円（税抜）」で実施。（社員・職員のスキルアップ研修、マーケティングなど各種テーマ別研修）",,https://www.go-mirai.jp,テレワーク・デイズ登録企業,
情報通信,その他,テレワーク,オフィスワークトータルアウトソーシングサービス,企業への提供,,,,有料,有,,"在宅勤務導入にともなう準備・サポート
規則の改定、仕事の標準化マニュアル作成・遠隔による在宅勤務者の面談
障碍者の在宅勤務サポート",,https://www.officem.jp/,,
その他,その他,テレワークに関するノウハウ提供,人事・総務向け情報ポータルサイト「＠人事」https://at-jinji.jp/,企業等,,,,無料,,株式会社イーディアス,"これまで＠人事ONLINEで公開してきた、人事・総務担当者、経営者向けのテレワークの導入に際して知っておくべきメリットや注意点、助成金や支援制度などの役立つ情報をまとめています。閲覧はどなたでも自由にできます。ぜひご活用ください。　
■テレワークのメリット・デメリットから導入の手順、助成金や支援情報まで
新型コロナウイルス対策で再注目！ 「テレワーク」導入時に知るべき注意点（まとめ記事）https://at-jinji.jp/blog/32367/",3/12/2020,https://at-jinji.jp/blog/32367/,テレワーク・デイズ登録企業,複合サービス
"教育・学習支援, ワークスタイル（テレワーク含む）",その他,テレワーク,Empowered JAPANテレワーク緊急ウェブセミナー,"個人, 企業等, 教育機関, 医療機関, 福祉施設, 行政機関",2020/3/17,,3月17日から5月末頃までを予定,無料,,Empowered JAPAN実行委員会（事務局：日本マイクロソフト株式会社）,全国の組織や個人がテレワークを早期かつ円滑に実現するための幅広い情報を発信する緊急ウェブセミナーを2020 年3 月17 日より全30回程度、連続的に無料開催します。セミナーのアーカイブ動画も速やかに無料公開します。,3/12/2020,https://www.empoweredjapan.com/,日本テレワーク協会,情報通信
"ワークスタイル（テレワーク含む）, コミュニケーション, その他",サービス提供,テレワーク、リモートワーク,cyzen,企業等,2020/3/9,2020/4/30,終了については状況によって変更いたします。,無料,,レッドフォックス株式会社,"100名以上のフィールドワーカー（インフラ維持、メンテナンス、配送・物流など）を雇用されている事業者を対象に、働き方改革アプリ「cyzen(サイゼン)」を無償提供する
",3/13/2020,https://www.redfox.co.jp/newsrelease/20200309,その他,情報通信
教育・学習支援,サービス提供,プログラミング,子どもプログラミング無料体験,個人,2020/3/2,2020/3/31,,無料,,dcプログラミングスクール（愛媛/新居浜）,"スクラッチを使ったプログラミング無料体験を1組限定で愛媛県新居浜市内の教室で実施しています。
新型コロナウイルス感染予防対策として、1組限定とし、実施前には十分な換気、手に触れる箇所やキーボード、マウスなどのアルコール消毒を行います。
日程はご都合をお伺いし柔軟に対応させていただきます。
",3/13/2020,https://dc-school.jp/?page_id=290,ICT CONNECT21,"情報通信, 生活関連サービス、娯楽, 教育、学習支援"
教育・学習支援,サービス提供,オンライン学習教材,インタラクティブスタディ,教育機関,2020/3/3,,休校措置解除まで,無料,,シャープマーケティングジャパン株式会社,自宅のパソコンやタブレット端末からログインし、クラウド上の問題集を解くことで日々の学習が行えます。5教科で6万を超える問題の中から、理解度や不得意分野に応じた問題が出題されるので、一人ひとりに合った自宅学習を支援することが可能です。,3/13/2020,https://www.study.gr.jp/product/istudy/index.html,ICT CONNECT21,"情報通信, 教育、学習支援"
